days_active,sessions_count,last_active_days,time_spent_learning,first_week_activity,completed_onboarding,tasks_attempted,tasks_completed,failure_rate,average_task_time,solution_view_attempts,solution_locked_hits,paywall_hits,paid_upgrade_done,dsa_sheet_access_attempts,avg_page_load_time,error_timeout_count,editor_video_crash_count,forced_relogin_count,login_failures,average_login_time,churn
57,43,13,159.1,26,0,1,119,0.68,12.4,8,8,11,1,13,5.03,7,2,15,4,9.75,0
39,14,7,321.85,32,1,74,71,0.92,51.92,8,11,16,1,9,4.02,15,8,0,3,11.9,0
20,120,11,123.02,37,0,75,52,0.96,24.95,39,3,0,1,8,1.07,1,2,6,9,3.42,0
1,88,7,122.49,27,0,139,14,0.51,16.24,26,28,12,0,15,5.34,14,2,4,7,9.26,0
12,54,3,191.86,28,1,83,33,0.6,45.88,40,12,14,0,0,2.1,11,8,12,9,4.15,0
48,8,25,42.36,37,0,136,82,0.35,68.4,27,7,3,1,13,6,10,10,6,0,1.25,1
52,4,29,492.12,11,1,30,21,0.36,89.28,0,12,5,0,14,5.92,14,2,10,9,11.83,1
20,70,28,121.69,24,1,74,0,0.04,86.68,9,2,5,0,15,3.5,7,7,17,0,5.67,1
25,66,25,144.49,16,1,94,118,0.8,52.4,26,8,14,1,11,5.95,0,1,4,1,3.8,1
53,78,4,218.02,1,1,4,19,0.59,27.27,31,9,22,0,5,5.53,15,5,2,0,2.79,0
37,9,7,420.14,3,0,6,41,0.4,56.64,17,27,3,1,13,2.72,11,9,4,3,3.54,0
7,37,21,357.49,12,1,126,21,0.79,55.32,17,14,22,1,5,1.41,14,4,4,10,12.89,1
52,76,24,206.68,26,1,4,110,0.6,53.43,6,24,9,1,0,2.27,12,4,14,1,2.67,1
60,64,11,187.84,32,1,50,58,0.57,50.77,10,30,3,0,13,2.42,11,0,11,3,5.36,0
4,44,30,287.55,19,0,62,101,0.97,57.51,17,22,16,0,3,3.82,5,4,1,10,10.31,1
3,62,13,287.14,9,1,139,19,0.76,16.83,20,25,13,1,3,0.91,14,0,7,6,4.34,0
33,70,30,331.25,18,1,82,27,0.69,21.9,17,26,19,1,5,1.34,15,0,0,3,8.8,1
55,100,12,428.85,11,1,92,29,0.79,81.94,22,19,23,1,0,5.24,6,7,5,2,1.59,0
41,104,21,126.81,4,0,68,38,0.92,39.17,3,20,2,1,12,1.57,12,7,5,2,6.01,1
24,79,7,43.15,13,0,65,94,0.3,51.77,27,14,4,1,3,5.36,12,2,9,2,1.11,0
8,6,22,268.24,1,1,4,67,0.3,51.56,39,19,19,1,0,0.51,5,6,3,2,12.04,1
56,70,2,229.9,7,0,32,55,0.03,67.47,13,18,18,1,5,2.81,15,3,9,9,1.21,0
59,69,3,426.25,9,1,139,70,0.38,21.51,22,28,11,0,4,5.18,3,5,8,7,4.72,0
28,107,9,51.79,13,1,110,100,0.15,82.29,6,9,2,0,8,0.67,0,5,4,9,10.29,0
8,1,21,440.85,9,1,88,5,0.95,8.62,27,2,22,1,9,2.59,6,7,2,5,6.55,1
14,18,6,259.81,21,1,32,40,0.75,19.47,29,0,11,0,0,4.74,14,6,4,10,2.81,0
51,112,5,283.87,25,0,42,97,0.28,71.26,31,7,15,1,2,1.16,14,5,16,0,10.81,0
44,24,6,147.37,21,1,149,24,0.09,8.35,31,5,20,0,4,1.85,13,8,6,6,2.61,0
16,3,24,152.72,23,0,66,3,0.11,82.17,40,24,19,1,15,4.85,7,10,20,8,9.74,1
51,48,18,396.96,16,1,145,63,0.53,2.86,18,10,5,1,5,0.96,3,2,16,8,11.37,0
13,94,20,484.8,35,0,120,68,0.35,3.66,1,0,8,1,0,5.98,6,0,5,6,11.91,0
2,87,0,196.4,5,0,32,30,0.43,34.06,7,0,15,1,9,2.02,11,9,15,10,1.65,0
19,66,29,408.47,0,0,70,44,0.5,51.11,0,19,19,0,2,1.33,13,9,7,4,7.58,1
40,16,30,205.07,38,1,75,108,0.01,72.18,6,4,6,1,10,3.58,12,5,8,8,13.99,1
49,35,23,39.25,1,1,134,75,0.69,77.49,35,5,0,1,15,3.58,8,9,14,2,5.75,1
47,110,9,291.52,24,1,57,11,0.23,5.75,0,5,4,0,14,5.01,14,2,5,10,14.91,0
17,107,15,397.95,31,1,75,59,0.42,22.95,13,20,4,0,9,5.99,8,6,1,2,12.23,0
39,74,11,126.39,23,0,136,93,0.73,4.79,34,26,12,1,4,3.97,2,3,14,3,11.31,0
54,105,14,382.2,3,0,47,78,0.88,24.92,4,25,0,1,4,4.18,8,0,2,9,13.92,0
1,62,9,400.23,32,1,72,21,0,39.94,39,10,1,0,5,4.91,1,2,3,6,13.63,0
60,53,15,257.32,38,0,106,114,0.71,88.19,17,30,25,0,11,3.63,1,0,19,0,6.22,0
36,16,24,460.96,34,0,45,115,0.27,84.81,37,16,17,1,7,0.65,8,8,4,6,7.03,1
59,17,26,198.09,22,1,35,90,0.42,7.93,29,9,15,1,12,4.16,4,6,20,2,8.03,1
15,57,28,149.57,20,1,96,26,0.81,24.83,15,27,18,0,11,5.63,2,8,10,3,3.44,1
34,91,1,488.31,4,0,38,97,0.27,2.46,18,27,10,0,12,2.65,14,5,12,9,9.09,0
57,17,5,146.22,34,1,125,120,0.2,14.36,12,3,5,0,15,0.86,7,9,11,4,8.34,0
25,96,9,35.9,20,1,125,23,0.59,10.8,9,27,11,0,9,5.88,8,9,5,8,6.49,0
42,9,24,80.91,36,0,4,11,0.33,9.18,35,20,3,1,0,1.86,15,9,10,0,12.49,1
34,52,6,428.59,23,1,88,113,0.47,54.17,24,16,7,1,14,1.23,3,3,0,2,6.36,0
53,70,22,470.79,34,0,74,71,0.71,28.92,10,4,20,1,10,3.44,6,2,14,5,14.82,1
33,115,25,318.8,10,1,91,24,0.21,60.64,38,19,9,0,1,4.66,12,1,2,3,1.32,1
3,116,27,357.08,38,1,86,75,0.49,18.45,34,16,12,0,7,3.63,1,0,5,4,9.62,1
12,44,1,307.38,33,1,39,107,0.04,76.08,25,16,17,0,7,5.22,3,0,1,10,12.58,0
57,77,25,303.28,13,0,21,65,0.18,69.28,5,27,19,1,14,5.15,9,7,9,8,10.74,1
2,117,3,75.54,21,1,105,104,0.72,61.36,37,29,15,0,8,0.59,4,2,10,6,4.14,0
18,33,17,409.18,21,0,9,111,0.99,16.01,31,24,17,0,6,3.14,11,1,2,4,11.36,0
56,50,16,400.8,24,1,24,4,0.28,88.91,40,0,5,0,5,0.55,4,9,7,7,12.79,0
19,27,5,192.43,12,0,27,35,0.23,70.44,29,11,9,1,9,1.34,4,4,18,3,9.7,0
51,76,12,32.2,19,0,28,112,0.08,85.11,36,18,5,0,10,0.63,3,5,20,2,5.29,0
31,65,21,371.51,13,1,95,13,0.47,20.46,40,27,25,0,0,3.27,11,9,9,8,7.98,1
31,117,10,39.74,31,1,63,87,0.46,84.19,1,30,3,1,8,2.48,4,9,9,8,8.94,0
5,71,30,418.47,35,1,86,97,0.24,24.79,14,21,1,1,15,0.74,6,5,12,9,13.53,1
8,27,7,141.74,24,0,137,53,0.12,12.34,10,15,21,1,2,2.92,12,6,12,2,12.84,0
38,97,28,396.06,0,1,148,120,0.54,31.18,16,17,1,1,4,3.78,12,2,6,2,2.71,1
3,82,26,282.53,22,1,144,117,0.27,87.57,18,17,20,1,1,3.21,9,7,10,3,7.07,1
21,88,24,239.42,28,1,98,4,0.77,18.05,12,6,3,1,10,5.45,5,0,13,3,9.98,1
30,119,29,229.92,11,0,145,67,0.56,29.64,36,12,7,1,0,3.87,8,2,14,5,4.65,1
25,50,29,49.71,38,0,137,52,0.21,35.35,13,28,15,0,7,0.88,12,1,16,10,6.76,1
54,120,27,160.01,16,1,101,33,0.82,41.93,16,11,2,1,0,1.15,5,1,6,1,7.44,1
27,74,6,48.56,16,0,19,103,0.7,39.24,24,22,3,0,7,4.53,10,0,12,10,14.25,0
36,31,0,314.43,12,1,57,93,0.32,88.73,4,23,5,0,13,2.78,10,4,1,3,4.68,0
20,38,16,175.19,14,0,10,38,0.95,5.56,1,23,19,1,8,5.9,4,10,17,3,14.81,0
42,41,12,176.35,9,0,134,118,0.69,14.18,1,20,15,1,6,0.98,8,4,18,3,12.04,0
27,98,0,147.85,6,1,84,17,0.92,41.49,34,12,11,1,3,0.7,1,9,8,7,9.93,0
12,89,9,102.16,21,1,59,62,0.56,80.3,35,18,14,1,7,2.63,3,9,6,1,10.08,0
49,96,8,112.44,33,1,147,84,0.11,83.47,0,3,9,1,14,2.9,4,8,0,5,3.91,0
25,72,30,123.61,20,0,57,57,0.5,81.94,10,4,4,1,2,4.04,10,2,2,7,8.92,1
28,60,21,383.34,16,1,111,117,0.41,73.18,22,16,24,1,4,2.71,1,3,14,5,1.6,1
20,63,10,373.73,36,1,9,11,0.06,61.84,38,17,8,0,11,4.98,12,2,3,0,14.95,0
51,80,6,267.84,16,1,140,21,0.13,10.77,13,0,6,1,0,5.86,6,10,8,4,7.53,0
18,37,1,123.32,12,0,90,9,0.91,26.86,35,13,18,0,6,3.29,2,5,8,0,8.27,0
15,114,14,292.18,26,1,148,15,0.27,23.15,2,13,0,1,1,5.69,4,5,18,4,11.14,0
29,61,12,90.82,6,1,25,112,0.64,86.12,13,23,22,0,4,3.86,1,5,18,5,6,0
31,39,10,81.34,33,0,18,92,0.03,16.39,21,27,10,1,9,3.11,5,7,18,7,11.44,0
4,32,21,209.63,0,1,140,61,0.27,49.97,14,6,13,0,8,5.17,5,0,9,9,3.47,1
9,55,22,222.56,40,1,108,22,0.83,2.88,2,17,12,0,15,3.73,3,4,2,9,5.35,1
13,99,21,214.45,0,1,11,114,0.62,27.13,2,17,13,0,11,4.42,3,5,1,7,5.3,1
26,3,0,402.86,1,0,117,48,0.65,3.85,23,12,20,0,1,5.71,9,3,13,3,6.64,0
35,105,11,118.25,20,1,81,31,0.25,89.65,6,26,4,1,14,4.08,7,3,0,8,4.9,0
16,33,14,185.33,18,1,111,66,0.01,22.13,36,14,14,1,13,2.19,3,6,17,8,7.5,0
51,113,28,416.02,4,1,91,15,0.67,67.91,11,18,8,0,9,2.36,8,10,7,5,1.69,1
1,55,23,84.88,20,1,53,61,0.24,75.91,4,7,18,0,4,3.89,8,9,2,9,10.55,1
8,62,5,265.29,28,1,114,12,0.07,83.81,11,2,20,1,15,4.57,0,2,19,1,10.2,0
36,38,23,373.47,17,1,140,14,0.61,19.5,5,0,22,1,8,3.27,12,1,9,9,14.24,1
34,34,12,165.39,17,1,10,100,0.04,17.54,5,8,9,0,4,5.2,5,6,20,3,8.62,0
5,17,23,230.65,27,0,123,2,0.51,85.06,9,26,21,1,3,0.89,10,5,1,9,13.03,1
51,114,6,317.12,40,1,129,48,0.77,73.14,5,17,20,1,1,3.43,4,7,9,8,13.9,0
58,25,8,275.76,6,0,116,120,0.94,32.15,34,0,14,0,15,1.7,3,9,4,2,11.92,0
41,83,3,183.64,39,1,18,3,0.38,40.99,8,20,10,0,0,5.95,10,0,16,0,14.56,0
46,57,9,268.26,37,0,80,101,0.1,87.41,8,2,5,0,15,5.33,1,3,16,5,7.36,0
48,34,21,82.48,24,0,6,0,0.13,45.18,32,19,11,1,8,2.21,3,9,18,6,4.19,1
23,81,15,225.9,12,0,82,95,0.91,70.77,21,8,16,1,7,4.37,4,6,7,7,4.73,0
17,90,7,316.71,28,0,37,10,0.89,75.37,7,26,20,1,0,5.67,2,7,6,10,12.98,0
13,110,17,103.6,29,1,95,24,0.53,27.34,13,29,16,0,6,3.03,5,10,10,3,5.71,0
41,40,0,90.09,30,1,27,120,0.12,22.44,25,15,11,1,8,0.63,7,1,8,8,5.55,0
43,103,22,62.7,24,1,70,111,0.87,43.99,39,16,9,1,10,3.69,7,1,4,7,13.51,1
20,120,21,49.37,7,1,44,99,0.04,86.13,23,3,23,0,13,2.86,0,1,11,2,13.44,1
57,78,2,98.97,12,1,97,92,0.71,9.78,26,20,4,1,11,3.32,9,5,15,9,8.84,0
44,13,22,438.29,16,1,3,47,0.8,18.85,8,9,21,0,11,4.02,2,5,4,3,11.19,1
1,6,26,493,26,0,98,77,0.68,68.35,28,24,1,0,13,0.59,0,10,0,7,9.72,1
29,78,13,130.06,28,0,39,64,0.03,70.64,6,20,16,1,5,2.26,15,3,17,10,7.33,0
60,9,14,98.82,26,0,37,70,0.72,68.85,20,0,1,1,6,2.62,8,6,6,10,1.96,0
10,79,16,104.49,2,1,54,79,0.06,33.69,32,23,3,0,4,1.68,3,10,6,4,12.28,0
37,29,15,102.34,39,0,68,17,0.84,48.92,11,26,20,0,12,3.59,3,2,12,9,1.12,0
18,23,20,411.99,40,0,46,34,0.79,60.89,31,14,7,1,12,4.39,13,3,15,2,5.23,0
38,74,27,174.7,26,1,82,97,0.28,40.39,5,3,1,0,6,3.96,4,10,5,9,6.9,1
55,72,10,378.85,26,0,39,63,0.41,66.61,9,10,25,0,11,1.48,15,7,3,2,4.8,0
8,95,9,390.21,32,1,81,29,0.72,2.19,25,16,9,1,3,3.84,8,5,0,2,6.57,0
38,9,16,341.12,14,1,23,103,0.31,73.28,11,9,0,1,13,1.81,10,9,4,9,6.75,0
20,48,30,229.52,10,0,136,33,0.48,49,19,24,24,1,11,2.22,4,0,10,10,8.14,1
7,39,8,111.52,40,1,110,22,0.81,25.02,25,7,17,1,3,2.08,12,5,7,9,8.95,0
38,10,29,71.95,8,1,53,97,0.85,65.29,2,25,7,1,3,1.3,14,0,2,7,10.56,1
34,7,8,367.1,12,0,90,53,0.93,20.12,14,20,10,1,15,5.45,6,1,15,8,8.95,0
14,7,7,289.07,11,0,6,86,0.11,59.09,1,29,14,1,10,2.92,4,10,7,4,1.06,0
21,53,7,120.18,4,1,89,33,0.47,50.26,28,28,13,0,5,5.52,6,10,4,5,6.61,0
28,110,9,177.33,35,1,144,1,0.31,47.52,22,14,15,0,0,0.97,14,10,13,1,14.9,0
28,23,3,370.52,34,0,107,109,0.22,34.49,16,3,4,1,7,1.79,3,0,8,4,7.84,0
60,63,0,475.71,1,1,13,16,0.32,34.19,12,0,21,0,1,2.77,3,2,19,2,12.35,0
17,106,13,68.55,13,1,74,97,0.54,88.91,36,9,2,0,14,1.63,0,1,6,8,1.68,0
46,55,15,77.37,7,1,32,15,0.25,78.13,38,4,2,0,10,3.91,0,8,14,8,8.89,0
60,51,21,389.48,5,1,59,105,0.94,80,21,17,15,1,1,1.57,15,7,2,7,7.71,1
23,5,15,194.39,30,0,109,13,0.33,11.16,15,25,21,0,9,3.92,7,2,16,5,5.77,0
37,58,11,316.68,25,0,16,17,0.13,32.87,10,23,19,1,2,5.77,3,0,7,6,9.21,0
4,84,20,199.54,11,0,107,2,0.51,67.79,32,29,7,1,11,4.07,5,2,3,2,6.51,0
39,17,6,348.86,4,1,9,0,0.28,28.8,28,30,2,0,10,2.14,15,7,9,8,5.24,0
32,24,30,75.92,39,0,23,104,0.14,73,37,15,13,1,1,2.57,15,8,15,4,11.25,1
20,51,26,411.5,2,1,14,37,0.27,51.5,18,28,5,0,14,5.51,3,6,15,3,14.16,1
2,18,13,155.53,39,1,88,7,0.07,45.49,9,23,4,0,14,3.61,1,4,12,8,9.5,0
30,60,2,423.68,4,1,119,10,0.81,46.48,12,12,14,1,2,1.3,8,1,7,3,6.2,0
45,51,11,402.21,35,0,123,52,0.33,77.65,7,25,13,1,13,5.19,12,7,20,6,3.37,0
11,11,30,419.9,1,1,71,24,0.3,10.27,20,12,22,1,6,5.01,2,6,8,2,4.33,1
43,15,9,186.78,26,1,72,76,0.77,57.6,21,8,3,1,10,0.59,8,1,12,8,3.79,0
15,111,28,40.41,7,0,130,95,0.72,36.61,2,17,5,1,11,4.1,0,5,5,2,14.5,1
56,95,9,151.51,31,1,34,26,0.5,35.64,40,30,12,1,15,5.03,2,5,0,6,6.21,0
27,36,23,53.15,12,0,57,72,0.01,13.68,22,0,15,0,5,2.07,10,2,9,6,8.95,1
11,61,4,180.21,13,1,130,2,0.9,57.91,5,7,0,0,6,3.32,11,2,17,7,14.16,0
34,100,26,155.33,18,1,7,101,0.43,10.88,12,24,1,0,11,3.7,12,5,13,7,5.88,1
49,10,23,123.67,1,1,1,89,0.74,78.99,15,15,2,0,14,0.52,15,4,1,0,9.51,1
38,103,24,255.11,35,0,102,50,0.04,78.97,40,26,25,1,7,4.43,8,5,1,0,5.32,1
56,111,23,32.76,7,0,114,80,0.06,38.65,30,10,8,0,1,2.46,15,10,11,9,1.28,1
29,32,3,472.6,21,1,122,74,0.83,32.15,25,16,12,1,13,2.84,1,9,9,1,13.55,0
13,11,21,136.06,21,1,49,106,0.55,15.36,9,23,1,1,10,3.8,6,0,7,6,1.35,1
24,43,5,299.41,14,0,105,10,0.65,34.43,24,23,8,1,10,4.1,5,8,4,1,1.33,0
24,108,0,285.26,35,0,133,47,0.99,9.82,9,16,6,0,9,1.55,9,10,19,2,12.13,0
28,91,23,285.08,35,1,10,81,0.77,65.95,38,17,12,1,5,4.75,14,1,9,9,5.04,1
49,117,21,243.58,26,0,100,109,0.23,69.88,40,13,9,0,14,3.51,2,10,20,3,11.66,1
39,24,25,36.17,32,0,83,112,0.95,57.08,18,3,10,1,6,5.51,6,9,7,2,3.96,1
1,65,18,493.03,40,0,51,34,0.6,32.68,24,26,21,0,11,2.21,13,6,3,9,3.86,0
49,88,20,335.95,21,1,66,55,0.09,9.92,34,23,16,1,4,4.92,5,4,20,1,4.95,0
38,71,15,260.15,24,1,103,89,0.55,37.19,9,26,13,1,4,4.05,5,10,1,4,9.85,0
53,7,26,153.06,9,1,65,115,0.89,52.62,32,19,18,1,8,5.16,14,7,5,8,12.92,1
40,2,10,214.53,19,0,15,33,0.42,18.97,25,17,18,0,12,1.1,7,1,19,0,7.45,0
0,105,7,494.95,35,1,65,50,0.07,61.21,16,24,16,1,6,5.17,9,6,7,4,4.5,0
47,72,7,475.73,27,1,35,73,0.02,12.26,11,22,21,0,1,5.39,8,7,19,8,9.58,0
13,54,14,212.77,11,0,140,38,0.18,48.9,37,4,6,1,12,3.23,2,3,18,10,11.98,0
46,17,22,115.67,18,1,66,73,0.74,17.55,31,11,8,1,6,2.67,4,4,15,2,11.33,1
40,100,22,88.16,11,0,129,113,0.22,3.66,35,15,0,0,4,3.71,11,3,18,7,8.39,1
59,94,15,166.48,18,0,108,6,0.1,33.21,29,19,25,0,2,2.4,0,9,19,10,7.12,0
6,32,27,339.8,32,1,83,94,0.1,43.43,9,25,11,1,9,3.44,11,5,6,1,12.02,1
36,13,29,380.18,18,0,11,77,0.64,17.57,4,13,21,0,1,3.86,7,7,9,3,2.63,1
28,23,29,67.04,6,1,51,120,0.35,13.62,27,27,6,1,13,0.91,15,5,19,5,8.84,1
19,63,4,30.54,19,0,102,66,0.04,20.88,14,24,18,1,0,1.95,10,4,8,1,13.19,0
39,46,19,91.19,20,1,35,65,0.12,61.66,23,18,24,0,2,5.74,1,8,16,6,13.72,0
15,102,28,277.93,18,0,57,24,0.84,79.98,33,16,18,1,13,5.35,15,2,6,5,4.83,1
46,10,3,214.06,9,1,65,92,0.97,19.68,14,30,6,1,4,0.92,9,7,18,2,14.05,0
10,56,24,67.85,20,0,116,12,0.77,13.28,21,17,20,0,14,1.81,3,5,0,0,13.96,1
42,19,13,266.55,36,0,131,46,0.51,65.85,16,15,21,0,7,5.96,0,4,12,5,10.85,0
3,28,26,448.04,7,1,85,35,0.44,67.79,4,27,6,1,2,1.79,10,0,8,2,2.37,1
36,56,16,66.84,35,0,47,29,0.93,42.61,36,1,17,1,3,1.78,12,6,2,3,12.54,0
25,12,13,446.61,12,1,47,38,0.69,27.5,17,21,0,0,10,5.54,14,6,7,1,12.81,0
27,93,11,40.4,33,1,100,111,0.13,25.88,32,23,17,1,12,2.38,10,4,14,0,13.22,0
41,37,30,235.63,31,1,137,13,0.84,66.75,3,2,20,0,11,4.98,9,1,9,8,7.98,1
43,68,5,115.03,17,0,61,36,0.81,41.41,9,30,3,1,13,4.71,2,9,12,5,12.99,0
25,115,12,121.9,13,0,51,112,0,57.74,10,6,14,0,11,4.15,4,8,1,2,8.78,0
45,17,27,143.45,29,1,61,117,0.11,13.43,26,22,18,1,13,1.69,1,2,20,0,3.19,1
49,27,27,171.31,22,0,127,17,0.04,56.74,14,2,2,1,5,5.88,14,8,10,2,5.03,1
22,49,19,437.98,19,1,118,26,0.21,39.2,3,2,18,0,10,1.72,1,8,7,0,2.92,0
33,35,29,39.28,14,0,99,36,0.05,44.24,36,18,16,0,15,5.86,7,9,2,3,3.35,1
33,112,1,368.69,19,1,59,5,0.54,87.7,7,6,7,0,4,3.1,0,2,7,4,4.47,0
46,11,29,70.64,26,1,63,51,0.82,3.16,4,19,10,0,15,4.01,0,6,3,9,8.23,1
37,50,27,53.81,20,1,47,29,0.41,13.46,4,21,0,0,10,5.61,6,2,4,5,9.71,1
3,106,17,268.05,5,1,33,18,0.15,2.49,9,27,22,0,13,2.46,9,0,13,9,11.83,0
7,31,7,163.88,1,0,93,49,0.75,64.11,34,11,3,0,12,2.19,2,3,3,5,13.75,0
14,45,28,427.8,33,0,136,23,0.47,4.92,12,24,13,1,7,5.43,7,4,15,9,4.32,1
58,55,27,294.75,23,1,29,78,0.8,9.38,9,2,14,0,12,2.58,2,4,16,2,14.9,1
17,118,22,165.57,7,0,82,23,0.88,20.52,29,11,13,1,13,2.32,0,0,19,0,7.56,1
1,38,21,309.54,11,1,121,103,0.22,55.8,5,28,24,0,5,2.98,1,3,5,8,5.83,1
19,94,21,302.41,25,0,4,11,0.69,87.32,23,10,11,0,1,1.02,5,1,7,5,6.16,1
4,33,15,163.52,33,0,30,27,0.53,83.28,19,20,1,1,11,4.49,9,4,17,6,10.22,0
41,105,22,54.94,10,1,9,8,0.46,6.42,19,18,20,0,12,3.2,2,0,16,5,9.61,1
45,104,9,418.39,21,1,78,23,0.07,26.47,12,23,1,1,7,5.57,4,0,19,9,14.79,0
36,111,24,72.33,30,1,143,58,0.46,14.2,11,19,2,1,6,2.11,1,3,19,10,5.17,1
2,36,7,449.58,27,0,149,81,0.25,10.8,35,14,25,0,9,2.16,4,3,6,8,2.4,0
53,36,22,119.24,1,0,105,23,0.53,39.67,18,30,4,0,7,4.23,2,4,17,5,12.98,1
18,9,0,269.17,27,1,60,5,0.66,34.52,23,29,21,1,10,4.49,1,2,0,6,6.04,0
26,38,3,148.79,11,1,122,109,0.58,78.48,33,11,25,0,9,1.04,3,5,9,7,9.34,0
14,53,22,383.1,29,1,100,31,0.56,53.99,12,14,18,0,0,2.06,6,2,20,1,1.86,1
12,104,19,134.03,6,1,6,45,0.68,66.33,34,27,10,0,5,2.44,7,4,16,5,4.22,0
0,83,8,282.22,3,1,64,120,0.06,41.58,39,0,24,0,7,5.75,1,4,4,10,10.02,0
0,116,12,407.1,20,0,96,97,0.43,48.74,32,16,22,0,4,2.01,9,9,20,10,4.71,0
49,118,11,269.5,27,0,49,50,0.35,66.97,18,18,13,1,15,2.81,6,2,18,2,10.2,0
14,90,25,123.34,9,1,131,32,0.81,45.78,24,5,16,1,14,3.47,15,3,18,0,2.13,1
21,21,25,273.07,26,0,34,58,0.67,6.02,25,11,14,1,10,3.53,6,5,3,6,14.45,1
52,65,3,354.23,26,1,107,81,0.49,8.82,11,9,7,0,2,1.31,1,4,19,7,1.15,0
54,6,5,323.74,40,0,24,8,0.43,66.54,19,2,8,0,3,5.52,5,9,16,7,12.25,0
57,95,20,476.13,30,0,44,25,0.74,61.83,35,8,0,0,4,3.13,4,1,13,3,11.14,0
6,66,4,230.92,0,1,131,115,0.03,88.45,11,12,4,1,11,5.48,10,7,4,4,3.63,0
41,4,14,224.03,18,0,10,37,0.37,14.98,35,14,18,0,9,1.03,9,10,9,7,13.71,0
40,94,0,450.89,33,0,9,87,0.22,83.25,34,24,22,0,7,4.4,14,3,14,2,13.14,0
15,18,27,186.68,12,0,94,89,0.75,53.81,39,18,9,1,13,5.34,4,4,13,6,9.03,1
3,71,10,46.92,20,0,21,79,0.28,34.24,3,5,22,1,15,3.04,3,8,17,6,10.98,0
15,3,10,187.72,26,1,100,12,0.82,15.69,4,27,1,1,7,3.31,7,9,14,3,5.9,0
46,79,27,273.45,27,1,114,74,0.11,50.6,30,18,5,1,9,1.19,12,2,2,9,1.62,1
7,104,26,94.88,29,1,137,80,0.29,67.69,34,16,8,1,3,1.47,5,1,19,0,2.23,1
29,72,13,157.85,16,1,13,115,0.69,63.88,11,23,4,0,7,2.89,15,2,1,2,10.43,0
49,29,21,83.16,17,0,6,70,0.69,44.69,20,18,2,1,7,5.71,0,6,20,0,8.2,1
41,44,4,67.93,9,0,21,68,0.48,75.15,18,15,2,0,2,5.85,14,1,4,0,4.35,0
3,35,10,158.62,11,0,63,17,0.66,49.66,19,18,17,0,13,3.41,6,10,4,2,12.7,0
17,58,24,119.14,6,1,85,14,0.35,42.85,3,17,3,0,13,1.23,5,7,16,9,8.3,1
9,48,19,70.34,11,0,121,49,0.36,56.71,7,30,21,0,14,1.23,14,6,13,4,14.36,0
1,71,9,160.05,24,0,128,16,0.45,71.47,5,21,24,0,15,3.02,14,0,9,2,3.5,0
25,82,12,253.62,15,0,60,73,0.35,68.06,16,30,23,1,6,0.94,12,9,9,0,4.08,0
41,7,23,64.85,26,0,107,37,0.75,40.64,39,2,12,0,13,3.04,7,8,3,0,9.08,1
7,31,2,143.15,11,1,140,12,0.11,59.41,11,7,4,0,12,0.69,7,5,0,4,10.18,0
52,83,9,373.65,0,0,52,74,0.41,33.03,6,16,4,1,13,5.79,0,3,18,8,12.84,0
